更新时间,#genre#
20260814 02:28,url

RespoTime,whitelist,#genre#
963.31ms,广州综合,https://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=439b0fd2cf766b363c93a59cbcbe1370&txTime=18d00acf488
963.34ms,牛叔说电影,https://live.ottiptv.cc/douyu/2758565
963.74ms,CBS 12 West Palm Beach FL (WPEC) (1080p),https://linear-692.frequency.stream/dist/stirr/692/hls/master/playlist.m3u8
964.23ms,人与自然,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/1425e1d505654cb48ba82b807b221193/1200.m3u8
964.29ms,央视台球,http://207.56.13.146:81/cdnlive/ystq.m3u8
964.39ms,无双花木兰,https://live.ottiptv.cc/yy/1382749917
964.47ms,CCTV9,https://v4-702cae17a28d6e4f0c0002bba021d934.livehwc4.com/play.kankanlive.com/live/1698423397390920.m3u8?sub_m3u8=true&edge_slice=true&user_session_id=8dda62d69c21368b795b25a47222b8cb
964.60ms,吉林卫视,http://61.178.227.57:9901/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0
964.63ms,Teleitalia 41,https://streaming.softwarecreation.it/teleitalia/teleitalia/playlist.m3u8
964.69ms,拜年-赵本山,https://vdse.bdstatic.com//7bc2eaa6e9842f637f3aa731dca95e47.mp4
964.93ms,甘南县综合,https://stream.hrbtv.net/zxpd/sd/live.m3u8
965.25ms,深圳卫视咪4k,http://go.bkpcp.top/mg/szws
965.50ms,CCTV13,http://www.syy3.top:3861/rtp/239.253.43.196:5146
965.53ms,CCTV1,http://iptv.xxika.net:8188/rtp/239.77.0.86:5146
965.66ms,法证先锋,https://live.ottiptv.cc/yy/1354930939
965.89ms,广西卫视,http://iptv.xxika.net:8188/rtp/239.77.0.139:5146
966.02ms,韩国女团40,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240418087243.mp4
966.24ms,山东卫视,http://207.56.13.146:81/cdnlive/sdws.m3u8
966.24ms,0,https://live.ottiptv.cc/yy/1382851580
966.64ms,Jim,https://live-fi.tvkaista.net/jim/live.m3u8?src=freetv
966.86ms,CCTV17,https://live.264788.xyz/channel/cctv17?streamid=348c8c0c04a6d2b900e5a3bcb4af8ce1&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
967.06ms,1930年代经典电影,https://live.ottiptv.cc/yy/1356363815
967.71ms,港片动作,https://live.metshop.top/yy/1355480591
968.66ms,音乐之声,http://a.live.hnradio.com/yypd/radio120k_yypd.m3u8?auth_key=1588751172-0-0-d97b858279c1c86650172b9913ea4af2
968.88ms,湖南卫视,http://vpn.famcloud.top:9878/rtp/239.3.1.132:8012
969.08ms,西安新闻,http://112.46.105.20:8009/hls/28/index.m3u8
969.17ms,WION,https://ythls.armelin.one/channel/UC_gUM8rL-Lrg6O3adPW9K1g.m3u8
970.13ms,CCTV16,http://ds3622.guangyuan.site:8188/rtp/239.77.0.165:5146
970.59ms,歌团★032,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239931661209.mp4
970.66ms,少年包青天美黑之旅,https://live.ottiptv.cc/yy/1354936141
970.70ms,国外黑色喜剧：冷幽默小剧场,https://live.ottiptv.cc/yy/1382745175
970.73ms,EBC YOYO,https://ythls.armelin.one/channel/UCiWRSesvSYmY7YOyz0tv_zQ.m3u8
970.84ms,韩国女团54,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240361330093.mp4
971.11ms,CGTN-法,http://go.bkpcp.top/mg/cgtnf
971.23ms,国外院线动作大片,https://live.ottiptv.cc/yy/1382735570
971.44ms,NHK WORLD PREMIUM,http://activefrance.net:80/WJ74AC4SRKQQYR7/pahruAQRs8/1003470
971.45ms,翡翠台4K,https://o11.163189.xyz/stream/tvb/fct4k/
971.56ms,浙江数码时代,https://ali-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8\r\n
971.73ms,海南卫视,http://www.sclvip.top:5566/rtp/239.49.8.83:8000
971.82ms,Kutonen,https://live-fi.tvkaista.net/kutonen/live.m3u8?src=freetv
971.92ms,FRANCE 24 FAST,https://jmp2.uk/stvp-CHBD1100003CW
971.96ms,笑傲江湖,https://live.metshop.top/yy/1354930909
971.98ms,Nickelodeon  (UK),https://t.freetv.fun/live/nickelodeon-3.php
972.07ms,匪帮传奇故事,https://live.ottiptv.cc/yy/1382749941
972.68ms,徐州新沂新闻,http://live.xysrmt.cn/xwzh/sd/live.m3u8
972.74ms,CCTV11,http://esxi.juzhijian.com:8822/rtp/239.16.20.11:10110
972.80ms,浙江留学,https://ali-m-l.cztv.com/channels/lantian/channel009/1080p.m3u8
972.86ms,卖梨,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0200f850000bqvq43ueankk4sopbea0&ratio=720p&line=0
972.89ms,兰溪新闻综合,http://l.cztvcloud.com/channels/lantian/SXlanxi1/720p.m3u8?zzhed
973.31ms,CCTV5,http://lbyjlt.vv5678.cn:8880/rtp/239.77.0.170:5146
973.68ms,古巨基-必杀技,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000cekv06jc77udpp4ltm90&ratio=720p&line=0
974.35ms,西和综合,https://play.kankanlive.com/live/1626051451895935.m3u8?zgand
974.35ms,CCTV12,http://139.227.21.22:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
974.38ms,张掖新闻综合,https://play.kankanlive.com/live/1720583434627241.m3u8
974.50ms,网神影厅,https://goodiptv.club/douyu/508118
974.67ms,苏州文化生活,https://live-auth.51kandianshi.com/szgd/csztv3.m3u8
974.73ms,东南卫视,http://207.56.13.146:81/cdnlive/dnws.m3u8
975.00ms,王七七 Ⅰ 我愿意平凡的陪在你身旁,https://vdse.bdstatic.com/570e05ef514db00b14c9c10d1aef7f1f.mp4?authorization=bce-auth-v1%2Ffb297a5cc0fb434c971b8fa103e8dd7b%2F2017-05-11T09%3A02%3A31Z%2F-1%2F%2Fd5332371b8e0882511e0b75041fcd24f0899fa4237f56edacb89b6734f95ca97
975.35ms,YY用户,https://live.ottiptv.cc/yy/1382736805
975.45ms,解说_阿钙扒瞎,https://live.metshop.top/huya/15978172
976.22ms,镇江新闻综合,http://zjtv-wshls.homecdn.com/live/2aa50.m3u8?wsSession=a263bdc5a26cd01b57a80359-170493712215358&wsIPSercert=f56bd6194d219a5172dbed60eca6e9b0
976.44ms,Euronews EN DIRECT,https://jmp2.uk/stvp-FR2600004SS
976.50ms,歌团★049,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240065122134.mp4
976.83ms,人生必看的科幻片,https://live.ottiptv.cc/yy/1382745114
976.93ms,CHC家庭影院,http://111.231.6.102:1234/644368373
977.13ms,YY用户,https://live.ottiptv.cc/yy/1382736808
977.43ms,东丰综合,http://stream5.jlntv.cn/df/sd/live.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
977.71ms,神雕侠侣,http://222.186.39.21:35466/yy/1351762426
977.79ms,守护千年雄关,https://live.ottiptv.cc/yy/1354936228
978.50ms,高分科幻动作片,https://live.ottiptv.cc/yy/1382749948
978.71ms,CCTV9,http://z.d4p.cn:8000/rtp/239.49.8.53:9814
978.78ms,娘亲舅大,https://live.ottiptv.cc/yy/1354932360
979.27ms,三国,https://live.metshop.top/huya/11352944
979.42ms,刀郎经典歌曲精选,https://vdse.bdstatic.com//4fcca19a19aa4974230c5ee70ab5fa55.mp4
979.63ms,CCTV6,http://z.d4p.cn:8000/rtp/239.49.8.76:8000
979.82ms,每天都要快乐哦！,https://live.ottiptv.cc/yy/1354930909
979.95ms,故乡,http://vdown.kuwo.cn:80/resource/t4/23/63/hQYKyFEiljU.mp4
979.98ms,Liv,https://live-fi.tvkaista.net/liv/live.m3u8?src=freetv
980.26ms,TVB Plus,https://cdn3.123.rr.kg/stream/tvb/tvbp/
980.46ms,电影_斯坦森,https://live.metshop.top/huya/21059588
980.86ms,重生之超级赛亚人,https://live.ottiptv.cc/yy/1354936124
980.89ms,非诚勿扰-许君聪,https://vdse.bdstatic.com//779eec16c16e056ff59a696f4672196f.mp4
981.13ms,苏州生活资讯,https://live-auth.51kandianshi.com/szgd/csztv5.m3u8
981.25ms,爱拼才会赢,http://vdown.kuwo.cn:80/resource//t4/20/1/y12_ecvVJgA.mp4
981.30ms,Syros TV1,https://eco.streams.ovh:1936/syrostv1/syrostv1/playlist.m3u8
981.47ms,龙华经典,http://cdn8.163189.xyz/163189/lhjd
981.49ms,浙江卫视4K,http://ali-xwl.cztv.com/live/channel4k2160p.m3u8
981.53ms,广东珠江,https://stream1.freetv.fun/yan-dong-zhu-jiang-13.ctv
981.64ms,江苏卫视,http://123.175.209.118:9003/hls/35/index.m3u8
981.70ms,深圳卫视,http://www.huijie5421.cn:8800/rtp/239.49.8.15:9430
981.77ms,神探狄仁杰第二部,https://goodiptv.club/douyu/12183882
981.77ms,水浒传,http://8.155.43.98:35455/huya/26355860
982.00ms,CCTV17,http://www.syy3.top:3861/rtp/239.77.0.198:5146
982.06ms,凉山语,http://file.yizu.tv/nmip-media/channellive/channel107323/playlist.m3u8?zsicd
982.20ms,Natura – Pluto TV,https://service-stitcher.clusters.pluto.tv/v1/stitch/embed/hls/channel/60802b37709d6b0007b0c549/master.m3u8?deviceId=channel&deviceModel=web&deviceVersion=1.0&appVersion=1.0&deviceType=rokuChannel&deviceMake=rokuChannel&deviceDNT=1&advertisingId=channel&embedPartner=rokuChannel&appName=rokuchannel&is_lat=1&bmodel=bm1&content=channel&platform=web&tags=ROKU_CONTENT_TAGS&coppa=false&content_type=livefeed&rdid=channel&genre=ROKU_ADS_CONTENT_GENRE&content_rating=ROKU_ADS_CONTENT_RATING&studio_id=viacom&channel_id=channel
982.41ms,歌团★050,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239840536452.mp4
982.42ms,青海卫视,http://111.231.6.102:1234/947472506
982.90ms,北京卫视,http://139.227.21.22:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
982.98ms,MS NOW HD [BK],http://activefrance.net:80/WJ74AC4SRKQQYR7/pahruAQRs8/1383250
983.02ms,山东卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=sdws
983.19ms,浪子的心情,http://vdown.kuwo.cn:80/resource/t4/53/44/3Rve23J-sy8.mp4
983.63ms,萧山新闻综合,https://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8
983.85ms,广东民生,https://stream1.freetv.fun/yan-dong-min-sheng-6.ctv
983.88ms,Euronews LIVE,https://jmp2.uk/stvp-CH26000037F
983.93ms,东南卫视,http://fuxin.yunjifei.top:999/tsfile/live/0137_1.m3u8?key=txiptv
983.95ms,陈文缓-时光中飞舞,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0300fg10000cab99tbc77u5slfids90&ratio=720p&line=0
984.20ms,华丽翡翠台(硬字幕),https://cdn6.123.rr.kg/163189/jade
984.22ms,湖北卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hubws
984.70ms,吉林市新闻综合 [Geo-blocked],https://stream2.jlntv.cn/jilin1/sd/live.m3u8
984.88ms,CCTV5+,http://111.231.6.102:1234/641886773
984.97ms,Zalaegerszeg TV,https://cloudfront44.lexanetwork.com:1344/freerelay/zegtv.sdp/playlist.m3u8
985.18ms,CCTV3,http://111.231.6.102:1234/624878271
985.47ms,无厘头的出处,https://live.ottiptv.cc/yy/1354930891
985.71ms,TLC Finland,https://live-fi.tvkaista.net/tlc/live.m3u8?src=freetv
986.10ms,爱笑会议室,https://live.metshop.top/douyu/9375430
986.62ms,CCTV14,http://www.negative.top:50000/rtp/233.50.200.103:5140
986.74ms,LCP,https://lcp.fr/le-live-lcp-tnt-5433
986.86ms,内蒙农牧,http://api2.52tb.xyz/info?id=886&token=20230218qkyjia
987.07ms,歌团★042,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239834716201.mp4
987.37ms,广州综合,https://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=f0147ae6453a80f5989f382368b72aad&txTime=18d00acf487
987.67ms,女团8,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0d00fg10000cjafrsbc77u9f174pvj0&ratio=720p&line=0&logo_name=aweme_search_suffix_nickname
987.87ms,EBS English Ⓢ,https://ebsonair.ebs.co.kr/plus3familypc/familypc1m/playlist.m3u8
987.92ms,FRANCE 24 FAST,https://jmp2.uk/stvp-GBBD1100002L5
988.28ms,Di.Tv 92,https://media2021.rtvweb.com/di_tv_92/live/playlist.m3u8
989.00ms,南国都市,http://tencentplay.gztv.com/live/nanguodushi.m3u8?txSecret=140110ae3d6c936a77f94c4f4d85b0d3&txTime=18d57929bd4
989.09ms,虫儿飞,https://resource-cdn.tuxiaobei.com/video/d3/38/d338ff66f203edc8aae959717ff54a64.mp4
989.10ms,南国都市,https://tencentplay.gztv.com/live/nanguodushi.m3u8?txSecret=59b2d3f371597c07d47815034a0e6e78&txTime=19019c65629
989.22ms,广西卫视,http://lbyjlt.vv5678.cn:8880/rtp/239.77.0.139:5146
989.33ms,电影嫣然影厅,http://live.metshop.top/huya/11601977?cdn=alicdn
989.36ms,湖南卫视,http://satellitepull.cnr.cn/live/wx32hunws/playlist.m3u8
989.80ms,湖南卫视,http://www.sjwyp.com:4022/rtp/239.254.200.48:8012
989.97ms,美好时代-黄海波,https://vdse.bdstatic.com//aab365b1201de6adc3f106d7736e6714.mp4
990.54ms,英伦特工智斗谍影,https://live.ottiptv.cc/yy/1382736841
991.07ms,Logos TV Kids (720p) [Not 24/7],https://streamer1.streamhost.org/salive/logoskidsH/playlist.m3u8
991.26ms,江西卫视,http://lbyjlt.vv5678.cn:8880/rtp/239.77.1.219:5146
991.53ms,广安武胜综合,http://wspull.wsxrmt.com.cn/live/fb899c55019310000893a7cd00000000/playlist.m3u8?wsSecret=49781046550db1e8434768dc478f8b59&wsTime=2019657600
991.55ms,深圳卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=szws
992.35ms,Catch Play电影,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34926
992.63ms,MotorTrend FAST TV (720p),https://live-manifest.production-public.tubi.io/live/e7be5ad5-9044-4151-95d4-a9aae10ab0a5/playlist.m3u8
992.66ms,Pervyy gorodskoy Odessa,https://live.1tv.od.ua/stream1/channel1/playlist.m3u8
992.79ms,内蒙少儿,http://api2.52tb.xyz/info?id=784&token=20230218qkyjia
993.01ms,一分钟学道菜,https://live.ottiptv.cc/yy/1382736901
993.79ms,广西卫视,http://z.d4p.cn:8000/rtp/239.49.8.10:8000
994.20ms,中华小当家,http://cdn.jdshipin.com:8880/huya.php?id=11342413
994.27ms,河南卫视,http://esxi.juzhijian.com:8822/rtp/239.16.20.21:10210
994.52ms,2019火爆DJ串烧第一期,https://vd2.bdstatic.com/mda-jgjca1pammc75yy9/sc/mda-jgjca1pammc75yy9.mp4
994.80ms,电视剧僵尸约会,https://live.ottiptv.cc/douyu/8371123
994.95ms,浙江休闲,http://ali-m-l.cztv.com/channels/lantian/channel006/720p.m3u8
994.97ms,万事通熊猫,https://live.ottiptv.cc/douyu/7812810
995.02ms,海南卫视,http://111.231.6.102:1234/947472502
995.57ms,Sky News,https://jmp2.uk/stvp-GB3300002NF
995.73ms,龙泉新闻,http://l.cztvcloud.com/channels/lantian/SXlongquan1/720p.m3u8?zzhed?
995.98ms,alone,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0300f360000bupoprjphouv4f104kdg&ratio=720p&line=0
995.99ms,霍格沃茨(🚀),http://epg.112114.eu.org/douyu/8814650
996.00ms,嘉佳卡通,http://111.231.6.102:1234/614952364
996.01ms,南国都市,https://tencentplay.gztv.com/live/nanguodushi.m3u8?txSecret=c82f82d7a6beda92b2b1ce93753dcacb&txTime=18e4a381d46
996.19ms,浙江生活,https://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8?
996.37ms,河南卫视,http://111.231.6.102:1234/790187291
996.44ms,叶倩文演唱会,https://alimov2.a.kwimgs.com/upic/2020/10/01/20/BMjAyMDEwMDEyMDMzNDlfMTE0Mzc4ODk3OF8zNjk0Njc4ODI3OF8yXzM=_b_B77b9c6c66d5b6dafbe520a286bb6e6b9.mp4
997.39ms,辽宁青少,http://dassby.qqff.top:99/live/辽宁教育青少/index.m3u8
997.87ms,小小姑娘,https://resource-cdn.tuxiaobei.com/video/08/45/0845c1f5c60a5cca192e402186e10e2d.mp4
997.95ms,浙江卫视,http://ali-xwl.cztv.com/live/channel01720Plxw.m3u8
997.98ms,倚天屠龙记,https://live.ottiptv.cc/huya/11342403
998.04ms,CCTV2,http://111.231.6.102:1234/631780532
998.20ms,吉林娱乐,https://live.metshop.top/douyu/9273031
998.24ms,雍正王朝,https://live.ottiptv.cc/yy/1356043620
998.36ms,CCTV15,http://111.231.6.102:1234/673168223
998.39ms,SPIEGEL TV,https://jmp2.uk/stvp-CHAJ0500445A
998.50ms,CCTV13,http://z.d4p.cn:8000/rtp/239.49.8.109:8000
998.55ms,湖北卫视,http://153.0.171.163:9901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
998.63ms,东方卫视,http://z.d4p.cn:8000/rtp/239.49.8.17:9606
998.68ms,镇江新闻综合,http://zjtv-wshls.homecdn.com/live/2aa50.m3u8
998.72ms,CCTV5+,http://lbyjlt.vv5678.cn:8880/rtp/239.77.0.87:5146
998.76ms,黄大妮-电视剧,https://live.ottiptv.cc/yy/1354930904
998.92ms,TRT World,https://ythls.armelin.one/channel/UC7fWeaHhqgM4Ry-RMpM2YYw.m3u8
999.02ms,林翠萍《麦搁来这套》,https://vdse.bdstatic.com//5b388a47b1233105831e09b8cadc1edd.mp4
999.59ms,河南新闻,http://1.94.31.214/php/hntv.php?id=hnxw
999.60ms,祁门综合,http://zbbf2.ahbztv.com/live/416.m3u8?zanhd
999.71ms,萧亚轩-突然想起你,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0d00fg10000cr2kg7vog65lkksge090&ratio=720p&line=0
1000.09ms,浙江卫视,http://www.yyf1991.top:9999/rtp/233.18.204.84:5140
1000.35ms,男儿当自强 林子祥,http://vdown.kuwo.cn:80/resource/t4/35/8/byLO9W5m5Y8.mp4
1000.68ms,Rete Biella Tv,https://sb.top-ix.org/retebiella/streaming/playlist.m3u8
1000.70ms,Pluto TV Cult Films,https://jmp2.uk/plu-5c665db3e6c01b72c4977bc2.m3u8
1000.77ms,黑龙江新闻法治,http://satellitepull.cnr.cn/live/wx32hljxwgb/playlist.m3u8
1000.98ms,陕西卫视,http://api2.52tb.xyz/info?id=98&token=20230218zdxlqr
1001.12ms,福建经济,http://satellitepull.cnr.cn/live/wx32fjdnjjgb/playlist.m3u8
1001.39ms,家有儿女,http://8.155.43.98:35455/huya/11352872
1001.59ms,once upon a time,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000cumt1mfog65krksdg31g&ratio=720p&line=0
1001.63ms,爱情公寓,http://live.ottiptv.cc/huya/11336726
1001.94ms,你的酒馆对我打了烊陈雪凝,https://vd3.bdstatic.com/mda-ka59e4w0qxxsxnt0//mda-ka59e4w0qxxsxnt0.mp4?pd=19&vt=1
1001.96ms,少年包青天第三部,https://live.ottiptv.cc/yy/1382736814
1003.15ms,CCTV12,http://111.231.6.102:1234/673168185
1003.15ms,太空异种惊魂,https://live.ottiptv.cc/yy/1382745094
1003.22ms,北京新闻,http://satellitepull.cnr.cn/live/wxbjxwgb/playlist.m3u8
1003.79ms,笑傲江湖,http://222.186.39.21:35466/huya/26355790
1004.24ms,西游记续集,http://www.goodiptv.club/douyu/3113309
1004.49ms,吉林乡村,http://satellitepull.cnr.cn/live/wxjlxcgb/playlist.m3u8
1004.57ms,爱情鸟,http://vdown.kuwo.cn:80/resource//t4/69/75/bD9N0L_qjcM.mp4
1004.99ms,CHC影迷电影,http://hzzzz530.com:4022/udp/239.69.1.241:11088
1005.10ms,MTV Sub,https://live-fi.tvkaista.net/sub/live.m3u8?src=freetv
1005.33ms,辽宁卫视,http://api2.52tb.xyz/info?id=94&token=20230215crnyqz
1005.55ms,狂飙,http://8.155.43.98:35455/yy/1354936131
1005.65ms,解说_老皮讲电影,https://live.metshop.top/huya/16968572
1005.86ms,Channel News Asia,https://ythls.armelin.one/channel/UC83jt4dlz1Gjl58fzQrrKZg.m3u8
1006.06ms,小草,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0200f580000bqvq5p2kgg1hr4fgtkng&ratio=720p&line=0
1006.18ms,四川|巴中综合,http://ocj2.kksmg.com/ocj1/ocj1.m3u8
1006.54ms,CNBC,https://jmp2.uk/stvp-GBBD3600001NO
1007.03ms,歡喜就好,http://vdown.kuwo.cn:80/resource//t4/33/65/I4Vpjif2dxY.mp4
1007.39ms,CCTV13,http://111.231.6.102:1234/608807423
1007.39ms,歌团★047,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240181363115.mp4
1007.81ms,《来生再去拥抱你》《梨花飞情人泪》《落雨的秋》《梦醉荷塘》,https://vdse.bdstatic.com//d5e3237c7ef186217ea1c9b24d58e2ae.mp4
1007.84ms,CCTV5,http://t.061899.xyz/tl/tl.php?id=cctv5
1007.91ms,CCTV6,http://219.147.245.238:25480/newlive/live/hls/7/live.m3u8
1007.96ms,解说_老炮说电影,https://live.metshop.top/huya/15454716
1008.04ms,庆余年,https://live.ottiptv.cc/huya/11352960
1008.07ms,武汉一台新闻综合,https://stream1.freetv.fun/wu-yi-1xin-wen-zong-he-1.m3u8
1008.17ms,吉林卫视,http://111.231.6.102:1234/947472500
1008.36ms,哈尔滨影视,https://stream.hrbtv.net/yspd/playlist.m3u8
1008.45ms,CCTV4,http://lbyjlt.vv5678.cn:8880/rtp/239.77.0.78:5146
1008.95ms,一段关于救赎与坚守的西部传奇,https://live.ottiptv.cc/yy/1382741640
1009.02ms,Arirang,https://amdlive-ch01-ctnd-com.akamaized.net/arirang_1ch/smil:arirang_1ch.smil/chunklist_b3256000_sleng.m3u8
1009.06ms,手心里的温柔-西海情歌-披着羊皮,https://vdse.bdstatic.com//2f53687e421524efba9ba2b528f7bd12.mp4
1009.72ms,SPIEGEL TV,https://jmp2.uk/stvp-ATAJ0500445A
1009.74ms,斗鱼3,http://epg.112114.xyz/douyu/8770422
1010.02ms,靖江新闻综合,https://satellitepull.cnr.cn/live/wxlnjjtb/playlist.m3u8
1010.16ms,固镇新闻,http://www.guzhenm.com:7001/hls/hd-live.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
1010.26ms,熊猫直播,https://gcwbndali.v.myalicdn.com/gcwbnd/ipanda1000_2/index.m3u8
1010.27ms,河北卫视,http://www.yyf1991.top:9999/rtp/233.18.204.103:5140
1010.69ms,福建新闻,http://satellitepull.cnr.cn/live/wx32fjxwgb/playlist.m3u8
1011.03ms,广州新闻,https://tencentplay.gztv.com/live/xinwen.m3u8?txSecret=6f73647cae387d01a3c2132074132a83&txTime=18d00acf487
1011.33ms,快乐垂钓,http://111.231.6.102:1234/961930263
1011.37ms,CNBC,https://jmp2.uk/stvp-ESBD36000026Z
1011.38ms,中国蓝新闻,https://ali-m-l.cztv.com/channels/lantian/channel009/1080p.m3u8?
1011.76ms,海南卫视,http://sdray.gicp.net:8822/rtp/239.16.20.97:10970
1011.89ms,北京卫视,http://go.bkpcp.top/mg/bjws
1011.90ms,香港卫视,http://webcast.hkstv.tv/livestream/mutfysrq/playlist.m3u8
1012.08ms,Delta Tv,http://hbbtv-server.zivoli.it:8080/hls/deltatv/deltatv/index.m3u8
1012.08ms,CCTV9,http://111.231.6.102:1234/673168140
1012.17ms,ABC News Live,https://jmp2.uk/plu-6508be683a0d700008c534e4.m3u8
1012.30ms,浙江钱江,http://api3.52tb.xyz/info?id=436&token=20230226bgyszp
1013.18ms,东南卫视,http://111.231.6.102:1234/849116810
1013.25ms,湖南卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hunws
1013.38ms,黑龙江卫视,http://fuxin.yunjifei.top:999/tsfile/live/0143_1.m3u8?key=txiptv
1014.56ms,CCTV5+,http://219.147.245.238:25480/newlive/live/hls/6/live.m3u8
1014.64ms,歃血为盟-张春丰王博李欢欢,https://vdse.bdstatic.com//1703e7d0aa1667d85611857e7ec6b4b2.mp4
1015.53ms,亮剑,http://live.ottiptv.cc/huya/30080238
1015.60ms,办班,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0300f830000bqvq3vcssiod1f1acv10&ratio=720p&line=0
1015.70ms,杜德伟-情人,http://vdown.kuwo.cn:80/resource/t4/59/86/iXqIb2KOC3M.mp4
1015.75ms,陕西卫视,http://111.231.6.102:1234/738910838
1015.75ms,欢乐集结号,https://live.ottiptv.cc/yy/1382735550
1016.26ms,科幻动作,https://live.metshop.top/huya/11352964
1016.31ms,CCTV14,http://111.231.6.102:1234/624878440
1016.34ms,CCTV5+,http://vpn.famcloud.top:9878/rtp/239.3.1.130:8004
1016.54ms,Victory,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200f310000bt8c32klftubd6erb6ig&ratio=720p&line=0
1016.74ms,海南新闻,https://satellitepull.cnr.cn/live/wxhainxwgb/playlist.m3u8
1016.83ms,浙江卫视,http://www.sclvip.top:5566/rtp/239.49.8.20:9618
1016.91ms,辽宁卫视,http://api3.52tb.xyz/info?id=43&token=20230226bgyszp
1017.14ms,青田电视,http://l.cztvcloud.com/channels/lantian/SXqingtian1/720p.m3u8?zzhed
1017.29ms,深圳卫视,http://www.syy3.top:3861/rtp/239.77.0.92:5146
1017.62ms,兵团卫视,http://111.8.242.127:9999/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0
1017.91ms,Rai News 24 Ⓖ,https://mediapolis.rai.it/relinker/relinkerServlet.htm?cont=1&output=7&forceUserAgent=rainet/4.0.5
1018.20ms,青神综合,http://lmt.scqstv.com/live1/live1.m3u8?zsicd?
1018.47ms,ASTRO AOD 354,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34566
1018.61ms,Ci,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34925
1018.64ms,康熙微服私访记,http://222.186.39.21:35466/yy/1352811698
1018.85ms,海洋幻梦-泰剧,https://live.ottiptv.cc/yy/1382749889
1018.86ms,CCTV8,http://111.231.6.102:1234/624878356
1018.89ms,Nei Monggol TV 2 Mongolian Culture Channel (1080i) [Not 24/7],http://play1-qk.nmtv.cn/live/1769652109096027.m3u8
1019.67ms,上虞文化影院,http://l.cztvcloud.com/channels/lantian/SXshangyu2/720p.m3u8?zzhed
1019.72ms,CCTV16,http://www.sclvip.top:5566/rtp/239.49.8.31:8000
1019.78ms,火龙果讲电影本人,https://live.ottiptv.cc/douyu/2039501
1019.83ms,CCTV11,http://api2.52tb.xyz/info?id=13&token=20230218zdxlqr
1020.00ms,CCTV7,http://z.d4p.cn:8000/rtp/239.49.0.126:8000
1020.04ms,CCTV5+,http://t.061899.xyz/tl/tl.php?id=cctv5p
1020.09ms,Reuters,https://jmp2.uk/stvp-DEBD4900001QV
1020.75ms,习主席2025年93阅兵完整版,https://vd3.bdstatic.com/mda-ri2b90is4f6p4shy/cae_h264/1756888200825139529/mda-ri2b90is4f6p4shy.mp4
1020.89ms,by2/汪苏泷-有点甜,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0300fg10000cb5bsu3c77ucgqht5pj0&ratio=720p&line=0
1021.09ms,拜年,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0d00fg10000c83hhi3c77u01a8d7hp0&ratio=720p&line=0
